iter	Logloss
455	0.5792270377
456	0.5791728895
457	0.5791121958
458	0.579026977
459	0.5789515667
460	0.5788699617
461	0.5788286616
462	0.5787761271
463	0.5787028608
464	0.5786559962
465	0.5785797106
466	0.5785043982
467	0.5784550081
468	0.5783942619
469	0.5783074782
470	0.578254441
471	0.5782261603
472	0.5782022517
473	0.5780816485
474	0.5780001774
475	0.5779442539
476	0.5778839067
477	0.5778324171
478	0.5777589153
479	0.5777066248
480	0.5776389247
481	0.5775241882
482	0.5774776487
483	0.5774217481
484	0.5773805445
485	0.5773064874
486	0.5772538497
487	0.5771860567
488	0.5771072962
489	0.5770677838
490	0.577003561
491	0.5769338992
492	0.5768990822
493	0.5767996943
494	0.5767057612
495	0.5766376857
496	0.5765963117
497	0.5765149601
498	0.5764518136
499	0.5763912174
500	0.5763417916
501	0.576268117
502	0.576194034
503	0.5761424579
504	0.5760567541
505	0.5760059254
506	0.5759367097
507	0.5758851305
508	0.575790642
509	0.575718776
510	0.5755944483
511	0.5755073818
512	0.5754676853
513	0.5754200048
514	0.5753435641
515	0.5752553634
516	0.5751913244
517	0.5751248194
518	0.575073958
519	0.5750132139
520	0.5749587944
521	0.5748703401
522	0.574817011
523	0.5747606316
524	0.5747206735
525	0.5745507335
526	0.5745099691
527	0.5744473265
528	0.574356062
529	0.5743005378
530	0.5742485249
531	0.5741704357
532	0.5741220184
533	0.5740903375
534	0.5740279499
535	0.5739613
536	0.573898652
537	0.5738267564
538	0.5737491575
539	0.5736717286
540	0.5735845925
541	0.573516809
542	0.5734514258
543	0.5733481822
544	0.5732451993
545	0.5731849396
546	0.5731134342
547	0.5730622264
548	0.5730259448
549	0.5729749031
550	0.5729230568
551	0.5728470777
552	0.5727787034
553	0.5727057324
554	0.5726479145
555	0.5725837385
556	0.572519483
557	0.57244445
558	0.5723829095
559	0.5723394028
560	0.5722821446
561	0.5722734844
562	0.5722014887
563	0.5721552028
564	0.5720835347
565	0.5720279601
566	0.5719410685
567	0.5718462296
568	0.5718198265
569	0.5717914496
570	0.5717176593
571	0.5716870507
572	0.5716449032
573	0.5715967244
574	0.5715281252
575	0.5714927427
576	0.5714179603
577	0.5713727418
578	0.571326103
579	0.5712776368
580	0.5712014374
581	0.5711490731
582	0.5710591235
583	0.5710220379
584	0.5709700525
585	0.570903923
586	0.5708657647
587	0.5708332384
588	0.5707805191
589	0.570722073
590	0.570657924
591	0.570624278
592	0.5705852475
593	0.5705148412
594	0.5704613148
595	0.5704218654
596	0.5703583879
597	0.5702899772
598	0.5702542347
599	0.5702236535
600	0.5701487194
601	0.5700641477
602	0.5699893833
603	0.5698981565
604	0.5698478016
605	0.5697781316
606	0.5697238345
607	0.5696663825
608	0.5696267904
609	0.5695559082
610	0.5694967933
611	0.5694397103
612	0.5693592552
613	0.569305536
614	0.5692309933
615	0.5691467479
616	0.5690579738
617	0.5690018596
618	0.5689231143
619	0.5688699515
620	0.5688123651
621	0.5687284895
622	0.5686661833
623	0.5686036886
624	0.5685353114
625	0.5684662966
626	0.5684135454
627	0.5683690905
628	0.568312895
629	0.5682435289
630	0.568163348
631	0.5681070525
632	0.5680244385
633	0.5679366149
634	0.567857055
635	0.5677804499
636	0.5677255578
637	0.5676635918
638	0.5676018704
639	0.5675259461
640	0.5674688872
641	0.5673763103
642	0.5673246732
643	0.5672812381
644	0.567211762
645	0.5671415092
646	0.5671085767
647	0.567081668
648	0.5670030711
649	0.5669248571
650	0.5668653377
651	0.5668348889
652	0.566796106
653	0.5667348138
654	0.5666638932
655	0.5665806168
656	0.5665162179
657	0.5664502246
658	0.5663843228
659	0.5663108789
660	0.5662520613
661	0.5662017042
662	0.5661668324
663	0.5661134662
664	0.5660391455
665	0.5659810685
666	0.565951112
667	0.5658843861
668	0.5658275389
669	0.5657718703
670	0.56573561
671	0.5656539581
672	0.5655938446
673	0.5655395371
674	0.5654824233
675	0.5654091105
676	0.5653779185
677	0.5653001512
678	0.5652454591
679	0.5651768596
680	0.5651226873
681	0.5650615688
682	0.5649992214
683	0.5649083519
684	0.5648520253
685	0.5647732464
686	0.5647373086
687	0.5646724243
688	0.5646276308
689	0.5645685779
690	0.5645301595
691	0.564482137
692	0.5643961545
693	0.5643590135
694	0.5643137875
695	0.5642666271
696	0.5642183164
697	0.5641320593
698	0.5640883587
699	0.564039973
700	0.5639925583
701	0.5639140401
702	0.5638257858
703	0.5637332792
704	0.5636941704
705	0.5636480084
706	0.563610462
707	0.5635567344
708	0.5634888557
709	0.5634300333
710	0.5633514597
711	0.5633060099
712	0.5632452329
713	0.5631666112
714	0.5630994835
715	0.5630648168
716	0.5629900018
717	0.5629231538
718	0.5628511708
719	0.5628033196
720	0.5627596866
721	0.5627374236
722	0.5626949686
723	0.5626572728
724	0.5626006351
725	0.5625296578
726	0.5624635651
727	0.5624287916
728	0.5624001275
729	0.5623593829
730	0.5623039069
731	0.5622336821
732	0.5621794647
733	0.5621418328
734	0.5620789806
735	0.5620138286
736	0.5619436964
737	0.5618643357
738	0.5617806311
739	0.56173594
740	0.5616660843
741	0.5616391717
742	0.5615744185
743	0.5615024803
744	0.5614237704
745	0.5613837731
746	0.5613229002
747	0.561270153
748	0.5612581696
749	0.5612335299
750	0.5611828605
751	0.5611070405
752	0.561044969
753	0.5610005443
754	0.5609456711
755	0.5608809418
756	0.5608391804
757	0.5607719248
758	0.5607015554
759	0.5606622218
760	0.5606127585
761	0.5605487045
762	0.560484206
763	0.5604275751
764	0.560375523
765	0.5603254921
766	0.5602702328
767	0.5602097742
768	0.560170864
769	0.5600970296
770	0.5600305431
771	0.5599817176
772	0.5599407019
773	0.5599042374
774	0.5598539644
775	0.5597796932
776	0.5597375334
777	0.5596995293
778	0.5596747186
779	0.5596329362
780	0.5595593037
781	0.5595043075
782	0.5594130104
783	0.5593359911
784	0.5592807712
785	0.5592103298
786	0.5591613153
787	0.5590867606
788	0.5590084941
789	0.5589448424
790	0.5588897693
791	0.5588251283
792	0.5588048834
793	0.5587369404
794	0.5586513004
795	0.5586008899
796	0.5585318604
797	0.5584475865
798	0.5583851686
799	0.5583262098
800	0.5582928572
801	0.5582381435
802	0.5581834959
803	0.5581371399
804	0.5580976486
805	0.558033326
806	0.5579807013
807	0.5579296566
808	0.5578783276
809	0.5578135582
810	0.557759535
811	0.5576894804
812	0.557630352
813	0.5575531677
814	0.5575015673
815	0.5574286155
816	0.5573984994
817	0.557324224
818	0.5572469601
819	0.5571682198
820	0.5571083647
821	0.5570405327
822	0.5569816195
823	0.5569590027
824	0.556916557
825	0.5568704027
826	0.5568388526
827	0.5567937496
828	0.5567447199
829	0.5566901418
830	0.5566551183
831	0.5565799407
832	0.5565442461
833	0.5564975463
834	0.5564212476
835	0.5563430771
836	0.5562963337
837	0.5562256392
838	0.5561387845
839	0.556113267
840	0.5560585917
841	0.5560203829
842	0.5559595282
843	0.5559238632
844	0.5558681743
845	0.5558183354
846	0.555785531
847	0.5557096445
848	0.5556496877
849	0.5555481968
850	0.5554772792
851	0.5554101191
852	0.5553457556
853	0.5552891641
854	0.5552301912
855	0.5551846634
856	0.5551302873
857	0.5550735741
858	0.5550167853
859	0.5549538149
860	0.5549037565
861	0.5548419774
862	0.5547988985
863	0.5547485576
864	0.5547132889
865	0.554651675
866	0.5545876179
867	0.5545297407
868	0.5544929606
869	0.5544474198
870	0.554414323
871	0.5543696527
872	0.5543020012
873	0.5542163385
874	0.5541436152
875	0.5541094007
876	0.5540589475
877	0.5540058309
878	0.5539712281
879	0.553877028
880	0.5537978854
881	0.5537399316
882	0.5536832354
883	0.5536503325
884	0.5536294403
885	0.5535886447
886	0.5535375839
887	0.5534985118
888	0.5534405762
889	0.5534063327
890	0.5533501965
891	0.5533175202
892	0.5532644518
893	0.5531817997
894	0.5531170788
895	0.5530497118
896	0.5529920336
897	0.5529413927
898	0.5528886423
899	0.5528483765
900	0.5528048436
901	0.5527509696
902	0.5526971063
903	0.5526671881
904	0.5526258164
905	0.552539178
906	0.5524703527
907	0.5524426232
908	0.5523944062
909	0.5523321442
910	0.5522669235
911	0.5522257468
912	0.5521561798
913	0.5521253447
914	0.5520677445
915	0.5520125365
916	0.5519631306
917	0.551941291
918	0.5518856497
919	0.5518385003
920	0.5517874626
921	0.5517454053
922	0.5517182317
923	0.5516622949
924	0.5516179968
925	0.5515643213
926	0.5515272452
927	0.5514814
928	0.5514383613
929	0.5514014217
930	0.5513575507
931	0.5513239897
932	0.5512905933
933	0.5512335887
934	0.551185435
935	0.5511522918
936	0.5510888432
937	0.5510563175
938	0.5509928424
939	0.5509404681
940	0.5508677574
941	0.5508273312
942	0.5508023881
943	0.5507428712
944	0.5506947622
945	0.5506387129
946	0.5505874597
947	0.5505322609
948	0.5504961165
949	0.5504550565
950	0.550399507
951	0.5503499322
952	0.5503067773
953	0.5502660327
954	0.5502028708
955	0.5501527032
956	0.5500778524
957	0.5500541644
958	0.5500057501
959	0.549952439
960	0.5498991843
961	0.5498597624
962	0.5498091841
963	0.5497803532
964	0.5497323175
965	0.5496803463
966	0.5496350155
967	0.5495758396
968	0.5495075507
969	0.5494699799
970	0.5493924766
971	0.5493456781
972	0.5493325844
973	0.5492385164
974	0.5492031237
975	0.549148954
976	0.5490810512
977	0.5490181522
978	0.5489591116
979	0.548907946
980	0.5488646382
981	0.5487973429
982	0.5487583291
983	0.5487078235
984	0.5486626586
985	0.5486077182
986	0.5485636052
987	0.5484988099
988	0.5484398554
989	0.5483729601
990	0.5483235872
991	0.5482611525
992	0.5482064053
993	0.5481570512
994	0.5480765879
995	0.5480475142
996	0.5479774371
997	0.5479098503
998	0.5478464
999	0.5478078607
